Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,135.399994,136.710007,132.259995,133.500000,132.685349,11628500
2019-01-02,130.639999,138.479996,130.050003,136.220001,135.388794,12718800
2019-01-03,133.789993,135.160004,127.690002,127.989998,127.208992,17638800
2019-01-04,130.940002,137.729996,129.699997,136.190002,135.358948,14640500
2019-01-07,138.500000,144.889999,136.429993,143.399994,142.524948,17729000
2019-01-08,146.690002,146.779999,136.899994,139.830002,138.976746,19650400
2019-01-09,141.899994,144.490005,139.860001,142.580002,141.709930,15431500
2019-01-10,141.800003,145.580002,139.360001,145.229996,144.343781,13078900
2019-01-11,144.330002,149.750000,143.210007,148.830002,147.921814,21869100
2019-01-14,146.720001,151.460007,145.770004,150.440002,149.522003,18254200
2019-01-15,151.759995,153.350006,149.130005,149.869995,148.955490,15425300
2019-01-16,150.970001,152.300003,148.619995,148.839996,147.931763,11752600
2019-01-17,147.509995,153.330002,146.410004,151.720001,150.794189,12335900
2019-01-18,153.729996,157.979996,151.649994,156.929993,155.972382,16283400
2019-01-22,155.710007,156.179993,147.550003,148.770004,147.862198,16538800
2019-01-23,151.000000,154.580002,148.029999,149.289993,148.379013,14775500
2019-01-24,152.699997,158.550003,152.509995,157.839996,156.876846,17724300
2019-01-25,155.440002,160.880005,151.300003,160.149994,159.172729,28864300
2019-01-28,136.550003,141.639999,131.000000,138.009995,137.167847,62788200
2019-01-29,136.149994,138.100006,131.009995,131.600006,130.796951,28848300
2019-01-30,134.669998,137.970001,131.460007,137.389999,136.551620,24355700
2019-01-31,137.259995,145.190002,136.380005,143.750000,142.872818,21071300
2019-02-01,144.500000,146.789993,142.580002,144.729996,143.846832,15626200
2019-02-04,145.369995,150.679993,144.479996,149.179993,148.269669,13214800
2019-02-05,149.660004,151.429993,148.300003,149.949997,149.034973,13560600
2019-02-06,151.289993,155.600006,151.070007,153.000000,152.066376,17561600
2019-02-07,151.130005,151.220001,145.690002,147.419998,146.520432,15928000
2019-02-08,144.710007,148.600006,144.130005,148.169998,147.265839,11540100
2019-02-11,146.389999,148.580002,144.500000,146.449997,145.556305,12379500
2019-02-12,148.000000,151.800003,147.419998,151.169998,150.247543,14776500
2019-02-13,152.360001,155.830002,151.809998,152.880005,151.947098,15134300
2019-02-14,152.839996,155.669998,151.100006,154.529999,153.587051,20681600
2019-02-15,162.949997,163.869995,156.419998,157.339996,156.379898,37918700
2019-02-19,156.910004,159.889999,156.139999,156.639999,155.684174,13797300
2019-02-20,157.820007,161.259995,157.369995,158.550003,157.582520,13524700
2019-02-21,159.059998,160.050003,155.179993,155.770004,154.819489,11213700
2019-02-22,157.860001,159.949997,157.309998,159.190002,158.218613,10043500
2019-02-25,162.559998,165.279999,158.339996,158.690002,157.721634,16400500
2019-02-26,158.500000,160.759995,155.750000,157.100006,156.141373,12211600
2019-02-27,156.520004,157.589996,153.110001,155.410004,154.461670,12506400
