Date,Open,High,Low,Close,Adj Close,Volume,indicator
2018-12-31,40.996204,41.489563000000004,40.891842,41.413662,37.580757,20534028,0.0
2019-01-02,40.910816,41.271347,40.455405999999996,41.034157,37.236378,26430315,0.0
2019-01-03,41.02467,41.119545,39.800758,39.886146999999994,36.194618,28503533,0.0
2019-01-04,40.265656,41.129032,40.094875,40.796963,37.021133,27145348,1.0
2019-01-07,40.863377,41.385201,40.664139,41.015178999999996,37.219153999999996,20995469,1.0
2019-01-08,41.328274,41.461102000000004,40.939278,41.204933000000004,37.391342,19677231,1.0
2019-01-09,41.233398,41.432635999999995,40.986717,41.119545,37.313862,20107580,0.0
2019-01-10,41.005691999999996,41.015178999999996,39.876659000000004,40.142315,36.427074,39731162,0.0
2019-01-11,40.161289000000004,40.683113,39.990513,40.683113,36.917828,21064506,1.0
2019-01-14,40.370018,40.445919,40.009487,40.199242,36.478733,17605173,0.0
2019-01-15,40.417458,41.02467,40.256168,40.540797999999995,36.788685,25865371,1.0
2019-01-16,40.40797,40.597721,39.876659000000004,39.95256,36.254883,30169380,0.0
2019-01-17,39.800758,40.474384,39.686909,40.294117,36.564831,24177284,1.0
2019-01-18,40.664139,40.683113,40.094875,40.351044,36.616489,38618455,1.0
2019-01-22,40.237190000000005,40.502846000000005,39.781784,40.104362,36.392643,29444122,0.0
2019-01-23,39.838710999999996,40.037952000000004,39.421253,40.0,36.297932,24462813,0.0
2019-01-24,39.639469,39.648956,38.538897999999996,38.851994,35.256172,34394023,0.0
2019-01-25,38.994308000000004,39.136623,38.434536,38.557877000000005,34.989277,35862455,0.0
2019-01-28,38.425049,38.453509999999994,37.457306,37.504745,34.033619,39329694,0.0
2019-01-29,37.476279999999996,38.757114,37.447819,38.681213,35.101203999999996,51376808,1.0
2019-01-30,38.681213,39.611008,38.643265,39.449715000000005,35.798576000000004,36067880,1.0
2019-01-31,39.25996,40.436432,39.231499,40.275143,36.866806,40927452,1.0
2019-02-01,40.673621999999995,40.910816,40.370018,40.683113,37.24025,27239681,1.0
2019-02-04,40.645161,40.645161,39.810246,40.265656,36.858115999999995,19426485,0.0
