Date,Open,High,Low,Close,Adj Close,Volume,indicator,7dayMA
2018-12-31,169.119995,170.720001,168.410004,169.940002,166.156204,944800,0.0,169.940002
2019-01-02,169.270004,171.270004,167.0,169.850006,166.068222,1362200,0.0,169.895004
2019-01-03,169.28999299999995,169.399994,163.990005,164.369995,160.710205,1569500,0.0,168.0533343333333
2019-01-04,167.029999,172.919998,166.639999,172.259995,168.42453,1946800,1.0,169.1049995
2019-01-07,171.910004,175.320007,171.910004,173.639999,169.773804,1820500,1.0,170.01199939999998
2019-01-08,174.759995,175.25,173.050003,175.229996,171.32841499999995,1426700,1.0,170.88166549999997
2019-01-09,175.139999,176.28999299999995,173.279999,173.660004,169.793381,1280100,0.0,171.278571
2019-01-10,173.419998,177.300003,172.899994,177.149994,173.205658,1406100,1.0,172.11734571428568
2019-01-11,176.910004,177.720001,175.169998,175.979996,172.061722,1018800,0.0,172.66915289795915
2019-01-14,174.330002,177.580002,174.009995,177.020004,173.078568,1396900,1.0,173.29070305539355
2019-01-15,176.419998,181.770004,176.119995,181.619995,177.576126,1455000,1.0,174.48060190462303
2019-01-16,182.399994,185.740005,182.0,185.0,180.88089,1995300,1.0,175.98337306110548
2019-01-17,183.740005,186.0,183.350006,185.320007,181.193756,1178600,1.0,177.317177909519
2019-01-18,186.509995,188.809998,185.610001,188.639999,184.439865,1424200,1.0,178.93472377958773
2019-01-22,187.929993,188.470001,186.259995,187.289993,183.119888,4011400,0.0,180.12833366821806
2019-01-23,187.539993,188.720001,186.759995,187.600006,183.423004,2519300,1.0,181.1957154299012
2019-01-24,187.5,189.559998,187.220001,188.570007,184.371384,1684800,1.0,182.24918565420106
2019-01-25,189.889999,190.559998,188.520004,189.309998,185.09491,1070800,1.0,183.25787313217234
2019-01-28,188.070007,188.350006,185.080002,188.160004,183.97052,1763800,0.0,183.958177541862
2019-01-29,187.729996,188.130005,185.759995,186.350006,182.200821,1220800,0.0,184.299867321596
2019-01-30,186.990005,189.399994,185.589996,189.009995,184.80159,1215600,1.0,184.9727427042251
2019-01-31,188.639999,191.850006,187.520004,191.649994,187.382797,1624000,1.0,185.9266357464787
2019-02-01,192.100006,195.160004,191.160004,193.830002,189.514267,1147300,1.0,187.0556880684103
2019-02-04,194.089996,194.889999,192.110001,194.410004,190.08136,1502700,1.0,188.10630463006598
2019-02-05,194.600006,195.580002,193.899994,194.899994,190.56044,1420700,1.0,189.0768316829137
2019-02-06,194.720001,195.089996,192.850006,192.949997,188.65387,1721300,0.0,189.63014101392602
2019-02-07,191.0,197.029999,187.309998,195.0,190.658234,2398500,1.0,190.3972637262223
2019-02-08,189.770004,193.720001,189.210007,193.589996,189.279617,1845200,0.0,190.85336833676197
2019-02-11,193.729996,195.470001,192.839996,194.130005,189.807587,1519900,1.0,191.32145928865313
2019-02-12,195.740005,196.309998,194.679993,195.25,190.902664,1136700,1.0,191.8826793902741
2019-02-13,196.0,197.800003,195.330002,197.179993,192.789688,1410900,1.0,192.63943847737778
2019-02-14,195.949997,196.740005,194.809998,195.869995,191.508835,1033000,0.0,193.1009465520381
2019-02-15,197.460007,198.990005,196.610001,198.320007,193.904312,1106800,1.0,193.84652661603266
2019-02-19,197.889999,198.309998,197.350006,197.649994,193.249207,1013600,0.0,194.38987909945658
