Date,Open,High,Low,Close,Adj Close,Volume,indicator,7dayMA
2018-12-31,47.09,47.48,46.549999,46.93,44.135418,20490400,0.0,46.93
2019-01-02,45.959999,47.470001,45.77,47.080002,44.276482,18774600,1.0,47.005001
2019-01-03,46.150002,46.279999,44.389999,44.490002,41.840714,32267300,0.0,46.166667999999994
2019-01-04,45.84,47.57,45.540001,47.220001,44.408142,35447300,1.0,46.43000125
2019-01-07,47.099998,48.0,46.75,47.439999,44.61504,22736800,1.0,46.6320008
2019-01-08,47.799999,48.029999,46.779999,47.740002,44.897182,22749200,1.0,46.81666766666666
2019-01-09,47.959999,48.57,47.779999,48.009998,45.151104,22554500,1.0,46.98714342857142
2019-01-10,47.75,48.650002,47.41,48.560001,45.66835,27202600,1.0,47.21183736734694
2019-01-11,48.099998,49.290001,48.049999,48.93,46.016319,21751300,1.0,47.45728917201166
2019-01-14,48.459999,48.830002,48.299999,48.349998,45.470856,19193900,0.0,47.584819004581426
2019-01-15,48.709999,49.130001,48.439999,48.599998,45.705963,22480800,1.0,47.729844575355514
2019-01-16,48.599998,48.889999,48.080002,48.130001,45.263954,19057700,0.0,47.787009778876154
2019-01-17,48.0,48.84,47.91,48.470001,45.58371,17448700,1.0,47.88457995332242
2019-01-18,49.110001,49.380001,48.689999,49.189999,46.26083,29874600,1.0,48.071068388562075
2019-01-22,48.959999,48.98,47.869999,48.27,45.395622,25940700,0.0,48.09948719019606
2019-01-23,48.41,48.799999,47.52,47.939999,45.085266,18960700,0.0,48.07670316302519
2019-01-24,48.700001,50.040001,48.599998,49.759998,46.796883,50578300,1.0,48.31717385402159
2019-01-25,46.849998,47.43,45.75,47.040001,44.238865,86455700,0.0,48.13472058916137
2019-01-28,46.130001,46.73,46.049999,46.709999,43.92850900000001,35928700,0.0,47.93118893356689
2019-01-29,46.779999,46.970001,46.330002,46.540001,43.768635,20988300,0.0,47.73244780020019
2019-01-30,46.68,47.68,46.450001,47.540001,44.709087,26931700,1.0,47.70495540017159
2019-01-31,46.700001,47.18,46.099998,47.119999,44.314102,43051300,0.0,47.621390200147076
2019-02-01,47.060001,49.049999,47.009998,48.73,45.828224,37442900,1.0,47.7797630286975
2019-02-04,48.619999,49.240002,48.240002,49.220001,46.289059,20905000,1.0,47.98551131031214
2019-02-05,49.18,50.720001,49.18,50.009998,47.032001,31641600,1.0,48.27472369455326
2019-02-06,49.950001,50.639999,49.82,49.900002,47.226017,21647800,0.0,48.50690630961708
2019-02-07,49.5,49.849998,48.68,49.23,46.591923,27825900,0.0,48.61020540824321
2019-02-08,48.77,49.02,48.009998,48.84,46.222824,18851200,0.0,48.64303320706561
2019-02-11,49.02,49.32,48.580002,48.77,46.15657,18004100,0.0,48.66117132034195
2019-02-12,49.360001,50.139999,49.27,50.009998,47.33012,18050100,1.0,48.85386084600738
2019-02-13,50.130001,50.810001,50.0,50.470001,47.765472,17712800,1.0,49.084738010863475
2019-02-14,50.41,51.040001,50.349998,50.810001,48.087257,17545400,1.0,49.331204152168695
2019-02-15,51.25,51.669998,51.09,51.66,48.891701,22520400,1.0,49.663889273287445
2019-02-19,51.349998,51.709999,51.34,51.400002,48.645645,15611800,0.0,49.91190537710353
2019-02-20,51.630001,51.73,51.060001,51.389999,48.636173,21607700,0.0,50.12306160894588
2019-02-21,51.32,51.84,51.209999,51.41,48.655106,16162100,1.0,50.306909950525046
2019-02-22,52.700001,52.98,52.060001,52.490002,49.677231,31934100,1.0,50.618780243307185
2019-02-25,53.060001,53.610001,52.860001,53.099998,50.254539,20711800,1.0,50.973239922834736
2019-02-26,53.009998,53.369999,52.91,53.23,50.377567,16082200,1.0,51.29563421957263
2019-02-27,52.759998,53.380001,52.509998,53.240002,50.387039,17590300,1.0,51.573401045347964
2019-02-28,52.919998,53.18,52.810001,52.959999,50.12204000000001,18388800,0.0,51.77148646744111
2019-03-01,53.439999,53.68,52.889999,53.299999,50.443821,18359300,1.0,51.98984540066381
2019-03-04,53.75,54.099998,53.209999,53.939999,51.049526,21706100,1.0,52.26843877199756
2019-03-05,53.849998,53.990002,53.110001,53.68,50.803463,21057700,0.0,52.47009037599791
2019-03-06,53.630001,53.650002,52.939999,52.950001,50.112579,14740500,0.0,52.53864903656963
2019-03-07,52.77,52.990002,52.360001,52.599998,49.78133,17803000,0.0,52.54741317420254
2019-03-08,51.970001,52.560001,51.700001,52.48,49.667767,16793900,0.0,52.537782720745035
2019-03-11,52.880001,53.650002,52.57,53.349998,50.491146,18963000,1.0,52.65381347492431
2019-03-12,53.34,53.959999,53.18,53.57,50.69935200000001,20782100,1.0,52.78469726422084
2019-03-13,54.0,54.57,53.650002,54.369999,51.456486,25522300,1.0,53.011168940760726
2019-03-14,54.299999,54.450001,53.330002,53.439999,50.576317,26647100,0.0,53.0724303777949
2019-03-15,53.68,54.689999,53.68,54.330002,51.418633,46512500,1.0,53.25208346668135
2019-03-18,54.419998,54.509998,53.869999,54.099998,51.200947,16274000,0.0,53.37321411429831
2019-03-19,54.470001,54.650002,54.0,54.169998,51.2672,18274800,1.0,53.48704038368426
2019-03-20,54.060001,54.400002,53.610001,53.82,50.935955,24325300,0.0,53.53460604315794
2019-03-21,53.919998,54.990002,53.84,54.639999,51.712013,19127200,1.0,53.69251932270681
2019-03-22,54.400002,54.619999,53.209999,53.259998,50.405964,21438400,0.0,53.630730562320124
2019-03-25,52.970001,53.549999,52.380001,52.779999,49.951687,16971400,0.0,53.50919748198867
2019-03-26,53.32,53.77,53.040001,53.439999,50.576317,17724300,1.0,53.499311984561714
2019-03-27,53.59,53.860001,52.939999,53.16,50.311325,19656000,0.0,53.45083884391004
